"wavelength","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"640","4.9E-6","5.97E-6","1.28E-5","1.09E-5","1.96E-5","7.59E-6","6.16E-6","7.16E-6","4.55E-6","1.18E-5","2.28E-5","0.002675","0.005191","3.0E-5","0.004257","0.04165","0.02427","0.001775","0.0002001","8.76E-5","4.55E-6","7.28E-6","1.17E-6","1.55E-6"
"640.8","4.9E-6","0","1.53E-5","1.09E-5","6.53E-6","7.6E-6","4.62E-6","8.6E-6","6.38E-6","1.28E-5","2.19E-5","0.002622","0.005088","2.73E-5","0.003679","0.03651","0.0259","0.001885","0.0002131","8.77E-5","4.55E-6","9.11E-6","1.76E-6","1.55E-6"
"641.6","4.9E-6","7.97E-6","7.66E-6","8.17E-6","6.54E-6","1.14E-5","7.71E-6","7.17E-6","5.47E-6","1.09E-5","1.91E-5","0.002581","0.005001","2.55E-5","0.00319","0.0317","0.02765","0.002035","0.0002375","9.69E-5","4.56E-6","7.29E-6","1.17E-6","1.77E-6"
"642.4","1.64E-6","7.98E-6","1.02E-5","8.18E-6","0","3.8E-6","7.71E-6","1.0E-5","7.29E-6","1.19E-5","1.82E-5","0.002537","0.004897","2.37E-5","0.002806","0.02736","0.02947","0.002221","0.0002487","0.0001089","4.56E-6","5.47E-6","2.34E-6","1.77E-6"
"643.2","3.27E-6","9.98E-6","5.11E-6","1.91E-5","3.27E-6","3.81E-6","3.09E-6","5.74E-6","5.48E-6","1.1E-5","1.55E-5","0.002476","0.004818","2.01E-5","0.002471","0.02364","0.03138","0.002379","0.0002703","0.000106","4.56E-6","7.3E-6","2.35E-6","1.78E-6"
"644","6.56E-6","7.99E-6","1.02E-5","1.37E-5","6.56E-6","7.62E-6","4.64E-6","1.15E-5","8.22E-6","1.28E-5","1.74E-5","0.002439","0.004712","1.92E-5","0.002158","0.02039","0.03354","0.002558","0.0002881","0.0001167","7.31E-6","8.22E-6","1.76E-6","2.0E-6"
"644.8","4.92E-6","6.0E-6","5.13E-6","1.09E-5","6.56E-6","9.53E-6","6.19E-6","4.32E-6","6.4E-6","1.19E-5","1.83E-5","0.002396","0.004614","1.65E-5","0.001911","0.01742","0.03571","0.002774","0.0003098","0.0001153","3.66E-6","9.14E-6","1.18E-6","1.33E-6"
"645.5","9.85E-6","6.01E-6","7.69E-6","5.47E-6","6.57E-6","9.54E-6","9.29E-6","8.64E-6","7.32E-6","1.19E-5","1.56E-5","0.002353","0.004519","1.65E-5","0.001709","0.01503","0.03831","0.002965","0.0003323","0.000135","4.57E-6","9.15E-6","1.76E-6","1.11E-6"
"646.3","4.93E-6","4.01E-6","5.13E-6","1.1E-5","9.85E-6","1.34E-5","9.3E-6","4.32E-6","6.41E-6","9.15E-6","1.65E-5","0.002304","0.004416","1.74E-5","0.001506","0.01292","0.0408","0.003203","0.0003661","0.0001441","5.49E-6","6.41E-6","2.94E-6","1.56E-6"
"647.1","4.93E-6","1.0E-5","7.7E-6","5.48E-6","1.31E-5","9.55E-6","1.09E-5","7.21E-6","6.41E-6","9.16E-6","1.56E-5","0.002267","0.004342","1.65E-5","0.001324","0.01108","0.04348","0.00341","0.000384","0.0001488","4.58E-6","8.24E-6","2.35E-6","1.78E-6"
"647.9","4.93E-6","6.02E-6","5.14E-6","1.37E-5","3.29E-6","3.82E-6","6.21E-6","4.33E-6","5.5E-6","1.01E-5","1.56E-5","0.002219","0.004246","1.47E-5","0.001181","0.009554","0.04606","0.00371","0.000418","0.0001581","5.5E-6","8.25E-6","1.18E-6","1.56E-6"
"648.7","4.94E-6","0","1.03E-5","1.37E-5","1.65E-5","5.74E-6","6.21E-6","5.77E-6","6.42E-6","9.17E-6","1.47E-5","0.00218","0.004131","1.47E-5","0.001052","0.008167","0.04855","0.003991","0.0004407","0.0001763","7.33E-6","8.25E-6","2.36E-6","1.56E-6"
"649.5","6.59E-6","4.02E-6","7.73E-6","8.24E-6","1.32E-5","9.58E-6","7.78E-6","5.78E-6","7.35E-6","1.01E-5","1.56E-5","0.002143","0.004059","1.47E-5","0.0009465","0.007037","0.05102","0.004286","0.0004912","0.0001873","1.01E-5","1.19E-5","2.36E-6","2.01E-6"
"650.3","6.6E-6","8.05E-6","7.74E-6","8.25E-6","1.65E-5","5.76E-6","4.67E-6","1.01E-5","5.51E-6","6.43E-6","1.47E-5","0.002099","0.00397","1.01E-5","0.000855","0.006066","0.05325","0.004611","0.0005105","0.0001937","5.51E-6","9.19E-6","2.95E-6","1.57E-6"
"651.1","3.3E-6","1.01E-5","1.29E-5","5.5E-6","6.61E-6","1.15E-5","3.12E-6","2.9E-6","5.52E-6","8.28E-6","1.2E-5","0.002062","0.003891","1.29E-5","0.0007563","0.005223","0.05502","0.004963","0.0005522","0.0002044","1.01E-5","9.2E-6","2.96E-6","1.34E-6"
"651.9","8.26E-6","4.03E-6","7.75E-6","2.76E-6","6.61E-6","7.69E-6","6.24E-6","5.8E-6","6.44E-6","8.28E-6","1.47E-5","0.002025","0.00379","1.47E-5","0.0006817","0.004462","0.05642","0.00537","0.0005987","0.0002167","9.2E-6","8.28E-6","2.37E-6","8.96E-7"
"652.6","3.31E-6","6.05E-6","5.17E-6","8.27E-6","6.62E-6","1.15E-5","3.12E-6","1.45E-6","4.61E-6","7.37E-6","1.2E-5","0.001982","0.003739","1.29E-5","0.0006167","0.00386","0.05734","0.005796","0.0006417","0.0002399","9.21E-6","1.11E-5","1.18E-6","1.12E-6"
"653.4","4.96E-6","4.03E-6","1.03E-5","2.76E-6","9.92E-6","5.77E-6","6.24E-6","4.35E-6","4.61E-6","7.37E-6","1.01E-5","0.001945","0.003638","1.2E-5","0.0005514","0.003379","0.0573","0.006197","0.0006856","0.0002611","9.21E-6","9.21E-6","2.37E-6","2.24E-6"
"654.2","4.96E-6","6.05E-6","1.03E-5","1.1E-5","1.98E-5","1.35E-5","1.09E-5","4.35E-6","6.44E-6","1.01E-5","1.2E-5","0.001909","0.003558","1.01E-5","0.0004827","0.002886","0.05627","0.006697","0.0007483","0.000261","1.01E-5","1.2E-5","2.37E-6","1.57E-6"
"655","3.3E-6","8.06E-6","7.74E-6","0","9.91E-6","9.6E-6","4.67E-6","8.69E-6","5.52E-6","7.35E-6","1.2E-5","0.001868","0.003469","1.01E-5","0.0004163","0.002494","0.05425","0.007205","0.000797","0.0002969","1.2E-5","1.1E-5","2.36E-6","1.57E-6"
"655.8","0","6.04E-6","1.29E-5","8.25E-6","1.32E-5","7.68E-6","4.67E-6","4.34E-6","1.84E-6","6.43E-6","1.29E-5","0.001825","0.0034","8.27E-6","0.0003891","0.002172","0.05127","0.00775","0.000867","0.0003177","1.19E-5","1.29E-5","2.95E-6","1.79E-6"
"656.6","4.95E-6","8.04E-6","2.58E-6","2.75E-6","1.32E-5","5.75E-6","6.22E-6","7.23E-6","5.51E-6","6.42E-6","1.01E-5","0.001781","0.00332","9.18E-6","0.0003469","0.001904","0.04739","0.008271","0.0009064","0.0003402","1.19E-5","1.19E-5","2.36E-6","1.79E-6"
"657.4","1.65E-6","6.02E-6","5.15E-6","8.23E-6","9.88E-6","1.92E-6","6.21E-6","1.44E-6","5.5E-6","6.42E-6","1.1E-5","0.001765","0.003244","9.16E-6","0.0003107","0.001675","0.04301","0.008924","0.0009753","0.0003656","1.19E-5","1.01E-5","1.77E-6","1.56E-6"
"658.2","1.65E-6","1.2E-5","1.29E-5","5.48E-6","9.87E-6","5.74E-6","4.66E-6","7.22E-6","3.66E-6","2.75E-6","1.1E-5","0.001716","0.003164","9.16E-6","0.0002866","0.00145","0.03815","0.009565","0.00105","0.0003974","1.19E-5","1.37E-5","2.94E-6","1.34E-6"
"659","3.29E-6","1.0E-5","5.14E-6","2.74E-6","1.32E-5","9.57E-6","6.21E-6","1.44E-6","4.58E-6","5.49E-6","9.15E-6","0.001699","0.003093","7.32E-6","0.0002657","0.001298","0.03352","0.01019","0.001135","0.000405","1.37E-5","1.1E-5","1.77E-6","1.56E-6"
"659.7","6.58E-6","4.01E-6","2.57E-6","1.1E-5","9.87E-6","1.91E-6","7.76E-6","7.21E-6","5.49E-6","7.32E-6","9.15E-6","0.001663","0.003014","7.32E-6","0.0002417","0.001162","0.02899","0.01093","0.001222","0.0004457","1.28E-5","1.37E-5","2.35E-6","1.56E-6"
"660.5","4.93E-6","2.0E-6","1.28E-5","2.74E-6","1.31E-5","5.73E-6","4.65E-6","1.44E-6","4.57E-6","4.57E-6","9.14E-6","0.001622","0.002943","9.14E-6","0.000212","0.001016","0.02486","0.01162","0.001311","0.0004726","1.55E-5","1.28E-5","2.35E-6","1.78E-6"
"661.3","8.21E-6","6.01E-6","5.13E-6","1.09E-5","6.57E-6","7.63E-6","4.65E-6","5.76E-6","7.3E-6","2.74E-6","9.13E-6","0.001596","0.002897","1.0E-5","0.000191","0.0009123","0.02128","0.01236","0.001402","0.0005102","1.73E-5","1.46E-5","2.93E-6","1.33E-6"
"662.1","4.92E-6","4.0E-6","7.69E-6","0","6.56E-6","1.91E-6","3.1E-6","4.32E-6","3.65E-6","5.48E-6","9.13E-6","0.001556","0.00282","5.48E-6","0.0001788","0.0008252","0.01811","0.01307","0.001504","0.0005465","1.73E-5","1.28E-5","4.11E-6","2.22E-6"
"662.9","1.64E-6","6.0E-6","5.12E-6","8.2E-6","0","1.91E-6","3.09E-6","5.75E-6","5.47E-6","5.47E-6","7.29E-6","0.001532","0.002762","9.12E-6","0.0001668","0.000728","0.01555","0.01389","0.001605","0.0005825","1.64E-5","1.28E-5","1.76E-6","2.0E-6"
"663.7","1.64E-6","8.0E-6","2.56E-6","5.47E-6","3.28E-6","3.81E-6","6.19E-6","5.75E-6","1.82E-6","3.65E-6","7.29E-6","0.001507","0.00268","7.29E-6","0.0001493","0.0006423","0.01331","0.01479","0.001725","0.0006238","1.91E-5","1.37E-5","1.76E-6","1.33E-6"
"664.5","4.92E-6","2.0E-6","5.13E-6","0","3.28E-6","3.82E-6","6.19E-6","5.76E-6","4.56E-6","3.65E-6","9.12E-6","0.001471","0.002617","6.38E-6","0.0001435","0.0005731","0.0114","0.01571","0.001843","0.0006516","2.01E-5","1.82E-5","1.76E-6","1.77E-6"
"665.3","8.21E-6","8.01E-6","2.56E-6","5.47E-6","9.85E-6","3.82E-6","3.1E-6","2.88E-6","4.56E-6","5.48E-6","8.21E-6","0.001438","0.002557","7.3E-6","0.0001436","0.0005257","0.009882","0.01662","0.001981","0.0007174","2.1E-5","1.83E-5","2.93E-6","2.0E-6"
"666.1","3.28E-6","1.0E-5","5.13E-6","2.74E-6","9.85E-6","1.91E-6","3.1E-6","0","2.74E-6","6.39E-6","8.22E-6","0.00141","0.002494","7.31E-6","0.0001231","0.0004778","0.008568","0.01776","0.002124","0.0007621","2.37E-5","1.83E-5","2.94E-6","1.78E-6"
"666.9","3.29E-6","8.02E-6","1.03E-5","8.22E-6","1.32E-5","3.82E-6","9.3E-6","2.88E-6","4.57E-6","4.57E-6","7.31E-6","0.001381","0.002441","7.31E-6","9.98E-5","0.0004299","0.007445","0.01882","0.002266","0.0008146","2.19E-5","1.65E-5","2.94E-6","1.33E-6"
"667.6","9.88E-6","8.03E-6","0","5.49E-6","9.88E-6","1.92E-6","6.21E-6","4.33E-6","5.49E-6","5.49E-6","6.41E-6","0.001347","0.002384","8.24E-6","0.0001088","0.0003796","0.00651","0.01993","0.00242","0.00085","2.56E-5","1.74E-5","2.94E-6","2.01E-6"
"668.4","-3.3E-6","4.02E-6","7.73E-6","-2.75E-6","6.6E-6","1.92E-6","1.56E-6","0","4.59E-6","3.67E-6","8.25E-6","0.001325","0.002325","6.42E-6","0.000106","0.0003352","0.005657","0.0211","0.002595","0.0009066","2.75E-5","2.11E-5","5.9E-7","2.01E-6"
"669.2","3.31E-6","6.05E-6","5.17E-6","2.76E-6","9.92E-6","9.61E-6","0","2.9E-6","6.43E-6","2.76E-6","7.35E-6","0.001302","0.002262","4.6E-6","9.15E-5","0.0003165","0.004938","0.02232","0.002777","0.0009822","2.85E-5","1.84E-5","1.18E-6","2.01E-6"
"670","0","6.07E-6","5.18E-6","2.76E-6","6.63E-6","5.78E-6","3.13E-6","5.82E-6","3.69E-6","6.45E-6","6.45E-6","0.001281","0.002213","5.53E-6","9.47E-5","0.0002979","0.004352","0.02355","0.002968","0.001042","3.23E-5","2.21E-5","3.55E-6","1.57E-6"
"670.8","4.98E-6","4.05E-6","-2.6E-6","1.38E-5","1.33E-5","3.86E-6","3.13E-6","1.46E-6","2.77E-6","4.62E-6","6.46E-6","0.00124","0.002151","7.39E-6","8.3E-5","0.0002533","0.003858","0.02489","0.003152","0.001132","3.32E-5","2.03E-5","4.15E-6","2.02E-6"
"671.6","6.65E-6","8.11E-6","1.3E-5","8.31E-6","9.97E-6","7.73E-6","0","4.38E-6","2.77E-6","4.62E-6","6.47E-6","0.001214","0.0021","4.62E-6","7.72E-5","0.0002117","0.003357","0.02613","0.00337","0.001204","3.42E-5","2.31E-5","2.38E-6","1.57E-6"
"672.4","0","8.12E-6","1.04E-5","8.32E-6","6.66E-6","5.81E-6","3.14E-6","2.92E-6","5.55E-6","5.55E-6","6.48E-6","0.001189","0.002055","6.48E-6","6.84E-5","0.0002183","0.002902","0.02744","0.003619","0.001274","3.43E-5","2.5E-5","1.79E-6","1.35E-6"
"673.2","3.34E-6","4.07E-6","1.04E-5","8.35E-6","1.0E-5","5.82E-6","4.72E-6","5.86E-6","4.64E-6","3.71E-6","6.49E-6","0.001166","0.002005","6.49E-6","6.26E-5","0.0001927","0.002546","0.0287","0.003837","0.001353","3.8E-5","2.51E-5","2.98E-6","1.58E-6"
"674","3.35E-6","1.02E-5","5.23E-6","8.37E-6","6.69E-6","3.89E-6","3.16E-6","2.94E-6","5.58E-6","5.58E-6","6.51E-6","0.001146","0.00196","4.65E-6","5.08E-5","0.0001802","0.002255","0.03018","0.004097","0.001442","4.0E-5","2.61E-5","1.79E-6","1.81E-6"
"674.7","8.4E-6","4.1E-6","5.25E-6","5.6E-6","6.72E-6","7.81E-6","1.58E-6","1.47E-6","5.6E-6","5.6E-6","7.47E-6","0.001124","0.001892","6.54E-6","6.0E-5","0.000155","0.001984","0.03165","0.004365","0.001527","4.39E-5","2.99E-5","3.6E-6","2.04E-6"
"675.5","8.43E-6","1.03E-5","5.27E-6","1.12E-5","1.35E-5","7.84E-6","3.18E-6","2.96E-6","3.75E-6","3.75E-6","7.5E-6","0.001095","0.001837","5.63E-6","5.12E-5","0.0001491","0.001708","0.03327","0.004644","0.001633","4.6E-5","3.19E-5","2.41E-6","1.37E-6"
"676.3","1.69E-6","1.03E-5","5.29E-6","0","6.78E-6","1.97E-6","1.6E-6","1.49E-6","3.77E-6","3.77E-6","3.77E-6","0.001072","0.001798","5.65E-6","5.14E-5","0.0001303","0.00152","0.03493","0.004954","0.001773","4.61E-5","3.2E-5","2.42E-6","2.29E-6"
"677.1","5.11E-6","6.23E-6","5.32E-6","-2.84E-6","1.02E-5","7.92E-6","3.21E-6","2.99E-6","5.68E-6","2.84E-6","5.68E-6","0.001055","0.00176","3.78E-6","5.47E-5","0.0001277","0.001342","0.03665","0.00528","0.00188","5.11E-5","3.03E-5","3.04E-6","2.07E-6"
"677.9","1.71E-6","2.09E-6","2.67E-6","5.7E-6","3.42E-6","0","3.23E-6","1.5E-6","4.75E-6","4.75E-6","6.65E-6","0.001034","0.00172","5.7E-6","4.27E-5","0.0001184","0.001196","0.03862","0.005588","0.001982","5.51E-5","3.61E-5","3.06E-6","1.85E-6"
"678.7","5.15E-6","0","8.04E-6","2.86E-6","0","5.99E-6","-1.62E-6","3.01E-6","1.91E-6","4.77E-6","3.82E-6","0.001016","0.00168","3.82E-6","4.29E-5","0.0001122","0.001057","0.0405","0.00594","0.002101","6.02E-5","3.63E-5","4.29E-6","1.63E-6"
"679.5","6.89E-6","2.1E-6","5.39E-6","8.62E-6","1.38E-5","8.02E-6","1.63E-6","1.51E-6","2.87E-6","2.87E-6","5.75E-6","0.000991","0.001624","4.79E-6","3.69E-5","9.94E-5","0.0009618","0.04263","0.006355","0.00226","6.24E-5","3.83E-5","3.08E-6","2.33E-6"
"680.3","0","8.43E-6","8.1E-6","8.64E-6","2.07E-5","4.02E-6","0","6.06E-6","4.8E-6","3.84E-6","6.72E-6","0.0009688","0.001577","2.88E-6","3.7E-5","9.97E-5","0.0008365","0.04467","0.006733","0.0024","6.45E-5","4.13E-5","3.09E-6","2.34E-6"
"681.1","1.73E-6","4.23E-6","0","-2.89E-6","6.93E-6","4.03E-6","4.91E-6","3.04E-6","1.93E-6","2.89E-6","5.78E-6","0.0009483","0.001538","3.85E-6","4.64E-5","8.33E-5","0.000771","0.04649","0.007162","0.00255","7.35E-5","4.24E-5","4.34E-6","2.34E-6"
"681.8","5.21E-6","4.24E-6","5.43E-6","2.9E-6","0","-2.02E-6","1.64E-6","3.05E-6","4.83E-6","1.93E-6","4.83E-6","0.0009332","0.0015","4.83E-6","4.35E-5","8.02E-5","0.0006959","0.04834","0.00756","0.002715","7.27E-5","4.63E-5","3.72E-6","1.88E-6"
"682.6","0","6.37E-6","8.16E-6","5.8E-6","6.96E-6","2.02E-6","1.64E-6","4.58E-6","4.84E-6","9.67E-7","4.84E-6","0.0009033","0.001454","2.9E-6","3.42E-5","8.7E-5","0.0006001","0.04963","0.008014","0.002875","8.06E-5","4.84E-5","3.73E-6","2.59E-6"
"683.4","3.49E-6","8.5E-6","5.45E-6","0","1.05E-5","0","0","4.59E-6","2.91E-6","4.84E-6","3.87E-6","0.00088","0.001425","4.84E-6","3.11E-5","7.71E-5","0.000539","0.05041","0.008459","0.003065","8.46E-5","4.84E-5","3.11E-6","2.36E-6"
"684.2","3.49E-6","4.25E-6","8.17E-6","2.91E-6","3.49E-6","6.08E-6","1.65E-6","3.06E-6","2.91E-6","9.69E-7","2.91E-6","0.0008697","0.001389","1.94E-6","3.43E-5","6.71E-5","0.0004913","0.05053","0.008963","0.003282","9.25E-5","5.42E-5","3.74E-6","2.36E-6"
"685","-1.74E-6","8.51E-6","2.73E-6","8.72E-6","6.98E-6","4.06E-6","3.29E-6","3.06E-6","2.91E-6","9.69E-7","4.85E-6","0.0008542","0.001349","2.91E-6","3.74E-5","6.37E-5","0.0004543","0.04976","0.009419","0.003496","9.65E-5","5.72E-5","1.87E-6","1.41E-6"
"685.8","0","1.07E-5","1.09E-5","1.16E-5","1.05E-5","2.03E-6","0","4.6E-6","1.94E-6","1.94E-6","4.85E-6","0.0008248","0.00132","4.85E-6","3.74E-5","5.71E-5","0.0003861","0.04828","0.009973","0.003681","9.95E-5","5.92E-5","4.37E-6","2.36E-6"
"686.6","-3.5E-6","0","0","8.74E-6","6.99E-6","0","1.65E-6","4.6E-6","3.88E-6","2.91E-6","3.88E-6","0.0008132","0.001282","2.91E-6","3.12E-5","6.05E-5","0.0003807","0.04602","0.0105","0.003916","0.0001095","6.32E-5","2.5E-6","2.36E-6"
"687.4","1.75E-6","6.4E-6","8.19E-6","5.83E-6","0","4.07E-6","4.95E-6","1.53E-6","3.89E-6","2.91E-6","4.86E-6","0.0007954","0.001246","3.89E-6","3.75E-5","5.72E-5","0.0003294","0.04296","0.01105","0.004216","0.0001154","7.02E-5","3.12E-6","2.13E-6"
"688.2","1.75E-6","8.55E-6","5.48E-6","1.17E-5","1.05E-5","2.04E-6","4.96E-6","3.08E-6","2.92E-6","3.89E-6","3.89E-6","0.0007782","0.001224","9.73E-7","2.5E-5","6.4E-5","0.0002929","0.0395","0.01162","0.004429","0.0001304","7.03E-5","5.01E-6","1.89E-6"
"688.9","1.76E-6","6.43E-6","2.75E-6","5.86E-6","0","2.05E-6","4.98E-6","1.54E-6","1.95E-6","3.91E-6","2.93E-6","0.0007694","0.001191","3.91E-6","3.14E-5","4.74E-5","0.0002881","0.03557","0.01229","0.004717","0.0001289","7.65E-5","5.02E-6","2.14E-6"
"689.7","1.76E-6","6.45E-6","1.1E-5","5.88E-6","0","0","4.99E-6","1.55E-6","3.92E-6","0","2.94E-6","0.0007536","0.00116","2.94E-6","2.84E-5","5.43E-5","0.0002457","0.03172","0.01284","0.005063","0.0001403","8.07E-5","4.41E-6","1.67E-6"
"690.5","1.77E-6","4.32E-6","8.29E-6","2.95E-6","3.54E-6","4.11E-6","5.01E-6","3.1E-6","4.92E-6","1.97E-6","3.93E-6","0.0007378","0.001139","1.97E-6","2.84E-5","4.76E-5","0.0002177","0.02795","0.01347","0.005351","0.0001477","8.39E-5","3.79E-6","2.15E-6"
"691.3","1.78E-6","8.66E-6","8.32E-6","1.48E-5","7.1E-6","4.13E-6","5.02E-6","1.56E-6","1.97E-6","3.95E-6","9.87E-7","0.0007214","0.0011","2.96E-6","3.17E-5","4.1E-5","0.0002155","0.02451","0.01408","0.005673","0.0001593","8.52E-5","5.07E-6","2.16E-6"
"692.1","0","1.52E-5","1.11E-5","8.91E-6","3.57E-6","1.04E-5","1.68E-6","0","3.96E-6","1.98E-6","3.96E-6","0.0007037","0.001075","3.96E-6","2.87E-5","4.46E-5","0.0001844","0.02115","0.01467","0.006068","0.000162","9.56E-5","3.82E-6","2.41E-6"
"692.9","1.79E-6","1.97E-5","1.96E-5","8.95E-6","7.16E-6","2.08E-6","1.69E-6","1.57E-6","2.99E-6","9.95E-7","3.98E-6","0.0006848","0.001047","3.98E-6","2.56E-5","4.48E-5","0.0001822","0.01842","0.0153","0.006412","0.0001797","9.7E-5","3.2E-6","2.66E-6"
"693.7","1.8E-6","1.32E-5","2.53E-5","6.0E-6","3.6E-6","0","1.7E-6","6.31E-6","3.0E-6","4.0E-6","3.0E-6","0.0006807","0.001019","6.0E-6","2.25E-5","3.46E-5","0.0001654","0.01597","0.01605","0.006798","0.0001937","0.0001066","4.5E-6","2.19E-6"
"694.5","5.43E-6","2.21E-5","2.26E-5","6.03E-6","0","4.21E-6","1.71E-6","4.76E-6","6.03E-6","3.02E-6","5.03E-6","0.0006629","0.0009976","2.01E-6","2.58E-5","3.83E-5","0.0001517","0.01395","0.01674","0.00724","0.0002027","0.0001072","4.52E-6","1.96E-6"
"695.3","5.46E-6","1.78E-5","1.99E-5","6.06E-6","3.64E-6","2.12E-6","0","1.6E-6","3.03E-6","6.06E-6","3.03E-6","0.0006538","0.0009681","3.03E-6","3.57E-5","3.85E-5","0.0001291","0.01208","0.01734","0.00777","0.000215","0.0001211","4.55E-6","1.97E-6"
"696","1.83E-6","1.12E-5","1.14E-5","3.05E-6","3.66E-6","6.39E-6","8.63E-6","3.21E-6","3.05E-6","3.05E-6","3.05E-6","0.0006326","0.0009527","2.03E-6","2.29E-5","3.52E-5","0.0001299","0.01053","0.01808","0.008181","0.0002318","0.000128","5.88E-6","2.97E-6"
"696.8","1.84E-6","1.12E-5","8.64E-6","0","1.11E-5","4.28E-6","3.48E-6","1.62E-6","4.09E-6","2.05E-6","0","0.00063","0.0009217","-1.02E-6","1.65E-5","3.9E-5","0.0001099","0.009249","0.01876","0.0087","0.0002541","0.0001403","4.61E-6","1.74E-6"
"697.6","5.56E-6","4.52E-6","8.69E-6","3.09E-6","7.41E-6","4.31E-6","6.99E-6","6.5E-6","1.03E-6","3.09E-6","1.03E-6","0.000619","0.0009071","3.09E-6","2.98E-5","3.21E-5","0.0001076","0.008102","0.01946","0.009234","0.0002722","0.0001421","5.29E-6","1.5E-6"
"698.4","9.32E-6","9.09E-6","8.74E-6","0","7.46E-6","4.34E-6","0","1.64E-6","3.11E-6","2.07E-6","3.11E-6","0.000605","0.0008884","2.07E-6","2.0E-5","2.51E-5","0.0001082","0.007098","0.02011","0.009804","0.0002907","0.0001503","6.65E-6","2.52E-6"
"699.2","1.87E-6","6.86E-6","5.86E-6","9.37E-6","3.75E-6","0","5.3E-6","4.93E-6","2.08E-6","3.12E-6","2.08E-6","0.0005919","0.0008656","4.16E-6","2.34E-5","2.88E-5","0.0001027","0.00618","0.02082","0.01044","0.0003018","0.0001627","6.02E-6","2.28E-6"
"700","1.88E-6","6.89E-6","1.18E-5","3.14E-6","-3.77E-6","2.19E-6","-1.78E-6","1.65E-6","2.09E-6","4.18E-6","2.09E-6","0.000578","0.0008459","3.14E-6","3.03E-5","1.81E-5","9.42E-5","0.00546","0.02142","0.01098","0.0003288","0.000171","5.38E-6","2.54E-6"
"700.8","1.89E-6","4.62E-6","5.92E-6","6.31E-6","3.79E-6","0","3.57E-6","0","2.1E-6","1.05E-6","1.05E-6","0.0005678","0.00083","2.1E-6","1.35E-5","2.91E-5","8.86E-5","0.00481","0.02197","0.01158","0.0003455","0.0001836","4.73E-6","2.3E-6"
"701.5","5.7E-6","9.27E-6","2.97E-6","3.17E-6","7.61E-6","2.21E-6","7.17E-6","1.67E-6","1.06E-6","4.22E-6","1.06E-6","0.0005574","0.0007989","1.06E-6","1.7E-5","2.56E-5","8.59E-5","0.004184","0.02251","0.01218","0.0003715","0.000197","7.46E-6","2.31E-6"
"702.3","3.82E-6","6.99E-6","2.99E-6","6.37E-6","7.64E-6","4.44E-6","3.6E-6","3.35E-6","2.12E-6","4.24E-6","3.18E-6","0.0005489","0.0007936","4.24E-6","1.36E-5","2.94E-5","8.01E-5","0.003694","0.02297","0.01283","0.0004057","0.0002096","4.77E-6","2.58E-6"
"703.1","0","2.34E-6","1.2E-5","9.59E-6","3.84E-6","4.46E-6","3.62E-6","1.68E-6","2.13E-6","2.13E-6","4.26E-6","0.0005319","0.0007639","3.2E-6","2.06E-5","3.32E-5","7.12E-5","0.003219","0.0234","0.01352","0.0004228","0.0002234","4.79E-6","2.85E-6"
"703.9","1.93E-6","7.05E-6","6.02E-6","-3.21E-6","0","2.24E-6","3.64E-6","6.76E-6","1.07E-6","3.21E-6","0","0.0005219","0.00074","3.21E-6","1.72E-5","2.22E-5","7.15E-5","0.002892","0.02376","0.01416","0.000453","0.0002318","6.19E-6","1.82E-6"
"704.7","1.94E-6","7.09E-6","9.08E-6","1.29E-5","-3.87E-6","0","7.31E-6","1.7E-6","2.15E-6","0","1.07E-6","0.0005104","0.0007227","3.22E-6","1.73E-5","2.98E-5","6.87E-5","0.002542","0.02406","0.01487","0.0004811","0.0002502","5.52E-6","2.87E-6"
"705.5","1.94E-6","0","3.04E-6","3.24E-6","0","6.78E-6","5.5E-6","1.71E-6","2.16E-6","0","1.08E-6","0.0005012","0.0007042","1.08E-6","1.74E-5","2.24E-5","6.59E-5","0.002232","0.02417","0.01554","0.0005073","0.0002666","5.55E-6","2.62E-6"
"706.2","3.9E-6","7.14E-6","-3.05E-6","-3.25E-6","3.9E-6","-4.54E-6","3.68E-6","5.14E-6","2.17E-6","2.17E-6","0","0.0004948","0.0006855","3.25E-6","2.09E-5","2.25E-5","6.93E-5","0.001983","0.02418","0.01626","0.000535","0.0002832","4.87E-6","2.63E-6"
"707","-1.96E-6","7.18E-6","3.07E-6","3.27E-6","3.93E-6","0","5.56E-6","6.89E-6","2.18E-6","2.18E-6","2.18E-6","0.0004869","0.0006767","3.27E-6","1.4E-5","2.64E-5","5.7E-5","0.001772","0.02426","0.017","0.0005856","0.0002957","4.2E-6","2.91E-6"
"707.8","1.97E-6","9.62E-6","9.25E-6","-3.29E-6","0","4.59E-6","3.72E-6","3.46E-6","1.09E-6","3.28E-6","0","0.0004761","0.0006567","0","2.11E-5","2.28E-5","5.73E-5","0.001573","0.02401","0.01777","0.0006251","0.0003148","7.73E-6","2.93E-6"
"708.6","1.98E-6","7.25E-6","6.19E-6","3.3E-6","7.93E-6","6.91E-6","5.61E-6","3.48E-6","-1.1E-6","1.1E-6","3.3E-6","0.0004712","0.0006421","2.2E-6","1.77E-5","1.52E-5","5.43E-5","0.001422","0.02385","0.01846","0.0006685","0.0003398","4.94E-6","2.67E-6"
